uniq_ID,sensorID,sensor_type,planting_year,experiment_name,treatment,location,plot_no,temp_exp_no,temp_trt_no,temp_rep_no,row_configuration,planting_date_doy,variety,nation,climate_file_name,irrigation_type,lint_yield_kg_per_ha,fibre_length_mm,micronaire,fibre_strength_g-tex,first_flower_doy,maturity_time_das_60%,irrigation_date_1,irrigation_date_2,irrigation_date_3,irrigation_date_4,irrigation_date_5,irrigation_date_6,irrigation_date_7,irrigation_date_8,irrigation_date_9,irrigation_date_10,irrigation_date_11,irrigation_date_12,RawData file,WeatherDataFile,Experiment Name Long,Sensor Unique Identifier,Comment
2015_ACRI_22,22,ARDUcrop,2015,CO2Chambers,,ACRI,4,,,,Solid,329,Sicot 74BRF,Australia,,Furrow,,,,,,,15/01/2016,12/02/2016,26/02/2016,11/03/2016,24/03/2016,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_CO2Chambers,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,CO2Chambers,waterwise.ACRI.2015.CO2Chambers22,
2015_ACRI_101,101,ARDUcrop,2015,CO2Chambers,,ACRI,1,,,,Solid,329,Sicot 74BRF,Australia,,Furrow,,,,,,,15/01/2016,12/02/2016,26/02/2016,11/03/2016,24/03/2016,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_CO2Chambers,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,CO2Chambers,waterwise.ACRI.2015.CO2Chambers101,
2015_ACRI_106,106,ARDUcrop,2015,CO2Chambers,,ACRI,2,,,,Solid,329,Sicot 74BRF,Australia,,Furrow,,,,,,,15/01/2016,12/02/2016,26/02/2016,11/03/2016,24/03/2016,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_CO2Chambers,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,CO2Chambers,waterwise.ACRI.2015.CO2Chambers106,
2015_ACRI_111,111,ARDUcrop,2015,CO2Chambers,,ACRI,3,,,,Solid,329,Sicot 74BRF,Australia,,Furrow,,,,,,,15/01/2016,12/02/2016,26/02/2016,11/03/2016,24/03/2016,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_CO2Chambers,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,CO2Chambers,waterwise.ACRI.2015.CO2Chambers111,
2015_ACRI_140,140,ARDUcrop,2015,CO2Chambers,,ACRI,5,,,,Solid,329,Sicot 74BRF,Australia,,Furrow,,,,,,,15/01/2016,12/02/2016,26/02/2016,11/03/2016,24/03/2016,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_CO2Chambers,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,CO2Chambers,waterwise.ACRI.2015.CO2Chambers140,
2015_ACRI_147,147,ARDUcrop,2015,CO2Chambers,,ACRI,6,,,,Solid,329,Sicot 74BRF,Australia,,Furrow,,,,,,,15/01/2016,12/02/2016,26/02/2016,11/03/2016,24/03/2016,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_CO2Chambers,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,CO2Chambers,waterwise.ACRI.2015.CO2Chambers147,
2015_ACRI_2005,2005,ARDUcrop,2015,DrylandResilience,Control,ACRI,5,,,,Double,289,74BRF,Australia,,Dryland,1187.4325,27.483,4.7,24.6,*,,16/10/2015,3/12/2015,,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_DrylandResilience,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,DrylandResilience,waterwise.ACRI.2015.DrylandResilience2005,
2015_ACRI_2006,2006,ARDUcrop,2015,DrylandResilience,Avg,ACRI,9,,,,Double,289,74BRF,Australia,,Dryland,1248.585,28.499,4.7,25.2,*,,16/10/2015,3/12/2015,,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_DrylandResilience,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,DrylandResilience,waterwise.ACRI.2015.DrylandResilience2006,
2015_ACRI_2007,2007,ARDUcrop,2015,DrylandResilience,Avg,ACRI,17,,,,Double,289,74BRF,Australia,,Dryland,943.068,29.159,4.1,26.4,*,,16/10/2015,3/12/2015,,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_DrylandResilience,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,DrylandResilience,waterwise.ACRI.2015.DrylandResilience2007,
2015_ACRI_2008,2008,ARDUcrop,2015,DrylandResilience,Control,ACRI,21,,,,Double,289,74BRF,Australia,,Dryland,957.1465,29.921,4.2,26.3,*,,16/10/2015,3/12/2015,,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_DrylandResilience,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,DrylandResilience,waterwise.ACRI.2015.DrylandResilience2008,
2015_ACRI_2001,2001,ARDUcrop,2015,DrylandResiliencePartIrrigated,Avg,ACRI,5,,,,Double,289,74BRF,Australia,,1 irrigation at Flowering,873.585,29.413,4.1,26.2,*,,16/10/2015,3/12/2015,13/01/2016,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_DrylandResiliencePartIrrigated,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,DrylandResiliencePartIrrigated,waterwise.ACRI.2015.DrylandResiliencePartIrrigated2001,
2015_ACRI_2002,2002,ARDUcrop,2015,DrylandResiliencePartIrrigated,Avg,ACRI,7,,,,Double,289,74BRF,Australia,,1 irrigation at Flowering,1177.527,30.099,4.0,26.4,*,,16/10/2015,3/12/2015,13/01/2016,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_DrylandResiliencePartIrrigated,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,DrylandResiliencePartIrrigated,waterwise.ACRI.2015.DrylandResiliencePartIrrigated2002,
2015_ACRI_2003,2003,ARDUcrop,2015,DrylandResiliencePartIrrigated,Control,ACRI,19,,,,Double,289,74BRF,Australia,,1 irrigation at Flowering,1109.0625,29.108,4.3,25.7,*,,16/10/2015,3/12/2015,13/01/2016,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_DrylandResiliencePartIrrigated,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,DrylandResiliencePartIrrigated,waterwise.ACRI.2015.DrylandResiliencePartIrrigated2003,
2015_ACRI_2004,2004,ARDUcrop,2015,DrylandResiliencePartIrrigated,Control,ACRI,28,,,,Double,289,74BRF,Australia,,1 irrigation at Flowering,1093.469,27.965,4.6,25.0,*,,16/10/2015,3/12/2015,13/01/2016,,,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_DrylandResiliencePartIrrigated,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,DrylandResiliencePartIrrigated,waterwise.ACRI.2015.DrylandResiliencePartIrrigated2004,
2015_ACRI_1313,1313,ARDUcrop,2015,FirstIrrigation,Control,ACRI,1,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,3429.9,30.07,4.69,28.46,360,,16/10/2015,1/12/2015,21/12/2015,14/01/2016,25/01/2016,17/02/2016,26/02/2016,7/03/2016,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_FirstIrrigation,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,FirstIrrigation,waterwise.ACRI.2015.FirstIrrigation1313,
2015_ACRI_1314,1314,ARDUcrop,2015,FirstIrrigation,EarlyFirst,ACRI,2,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,2825.4,29.25,4.80,26.72,360,,7/10/2015,1/12/2015,21/12/2015,14/01/2016,25/01/2016,17/02/2016,26/02/2016,7/03/2016,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_FirstIrrigation,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,FirstIrrigation,waterwise.ACRI.2015.FirstIrrigation1314,
2015_ACRI_1315,1315,ARDUcrop,2015,FirstIrrigation,Control,ACRI,3,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,2768.6,30.19,4.52,28.30,360,,16/10/2015,1/12/2015,21/12/2015,14/01/2016,25/01/2016,17/02/2016,26/02/2016,7/03/2016,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_FirstIrrigation,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,FirstIrrigation,waterwise.ACRI.2015.FirstIrrigation1315,
2015_ACRI_1316,1316,ARDUcrop,2015,FirstIrrigation,EarlyFirst,ACRI,4,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,2864.3,29.86,4.71,27.92,360,,7/10/2015,1/12/2015,21/12/2015,14/01/2016,25/01/2016,17/02/2016,26/02/2016,7/03/2016,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_FirstIrrigation,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,FirstIrrigation,waterwise.ACRI.2015.FirstIrrigation1316,
2015_ACRI_1317,1317,ARDUcrop,2015,FirstIrrigation,EarlyFirst,ACRI,5,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,2634.3,29.89,4.84,28.34,360,,7/10/2015,1/12/2015,21/12/2015,14/01/2016,25/01/2016,17/02/2016,26/02/2016,7/03/2016,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_FirstIrrigation,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,FirstIrrigation,waterwise.ACRI.2015.FirstIrrigation1317,
2015_ACRI_1318,1318,ARDUcrop,2015,FirstIrrigation,Control,ACRI,6,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,3081.2,29.63,4.62,27.04,360,,16/10/2015,1/12/2015,21/12/2015,14/01/2016,25/01/2016,17/02/2016,26/02/2016,7/03/2016,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_FirstIrrigation,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,FirstIrrigation,waterwise.ACRI.2015.FirstIrrigation1318,
2015_ACRI_2029,2029,ARDUcrop,2015,HormoneTiming,Water stressed,ACRI,18,,,,Solid,289,74BRF,Australia,,Missed 3 Irrigations,3179.688,1.220,4.6,29.3,*,,16/10/2015,3/12/2015,22/12/2015,1/03/2016,11/03/2016,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_HormoneTiming,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,HormoneTiming,waterwise.ACRI.2015.HormoneTiming2029,
2015_ACRI_2030,2030,ARDUcrop,2015,HormoneTiming,Control,ACRI,22,,,,Solid,289,74BRF,Australia,,Fully Irrigated,2069.25,1.167,4.8,30.0,*,,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_HormoneTiming,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,HormoneTiming,waterwise.ACRI.2015.HormoneTiming2030,
2015_ACRI_2031,2031,ARDUcrop,2015,HormoneTiming,Control,ACRI,34,,,,Solid,289,74BRF,Australia,,Fully Irrigated,2999.898,1.209,4.6,28.8,*,,16/10/2015,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,\\Definative_cT_Raw\2015\ACRI\2015_HormoneTiming,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,HormoneTiming,waterwise.ACRI.2015.HormoneTiming2031,
2015_ACRI_2032,2032,ARDUcrop,2015,HormoneTiming,Water stressed,ACRI,37,,,,Solid,289,74BRF,Australia,,Missed 3 Irrigations,2112.325,1.122,4.3,28.5,*,,16/10/2015,3/12/2015,22/12/2015,1/03/2016,11/03/2016,,,,,,,,\\Definative_cT_Raw\2015\ACRI\2015_HormoneTiming,\\Definative_cT_Raw\Weather_by_Locality\ACRI_Hourly2001_2017.xlsx,HormoneTiming,waterwise.ACRI.2015.HormoneTiming2032,
2015_ACRI_1101,1101,ARDUcrop,2015,LimitedWater,6,ACRI,33,,,,SingleSkip,287,Sicot 74BRF,Australia,,Furrow,1393.4,28.73,4.22,28.90,364,,3/12/2015,1/03/2016,,,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1101,
2015_ACRI_1102,1102,ARDUcrop,2015,LimitedWater,6,ACRI,34,,,,1in1out,287,Sicot 74BRF,Australia,,Furrow,999.1,29.46,4.35,30.40,364,,3/12/2015,1/03/2016,,,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1102,
2015_ACRI_1103,1103,ARDUcrop,2015,LimitedWater,6,ACRI,35,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,1294.2,28.35,5.02,27.40,364,,3/12/2015,1/03/2016,,,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1103,
2015_ACRI_1104,1104,ARDUcrop,2015,LimitedWater,6,ACRI,36,,,,SingleSkip,287,Sicot 74BRF,Australia,,Furrow,1215.3,28.70,4.16,28.20,364,,3/12/2015,1/03/2016,,,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1104,
2015_ACRI_1105,1105,ARDUcrop,2015,LimitedWater,1,ACRI,5,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,3219.5,29.79,4.98,28.90,364,,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1105,
2015_ACRI_1106,1106,ARDUcrop,2015,LimitedWater,1,ACRI,6,,,,1in1out,287,Sicot 74BRF,Australia,,Furrow,1920.3,28.83,5.33,28.40,364,,3/12/2015,22/12/2015,13/01/2016,27/01/2016,16/02/2016,1/03/2016,11/03/2016,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1106,
2015_ACRI_1107,1107,ARDUcrop,2015,LimitedWater,2,ACRI,7,,,,1in1out,287,Sicot 74BRF,Australia,,Furrow,1790.6,28.42,5.19,27.80,364,,3/12/2015,13/01/2016,16/02/2016,11/03/2016,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1107,
2015_ACRI_1108,1108,ARDUcrop,2015,LimitedWater,2,ACRI,8,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,2660.3,29.97,4.77,30.40,364,,3/12/2015,13/01/2016,16/02/2016,11/03/2016,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1108,
2015_ACRI_1109,1109,ARDUcrop,2015,LimitedWater,2,ACRI,9,,,,SingleSkip,287,Sicot 74BRF,Australia,,Furrow,2331.4,28.58,4.85,27.80,364,,3/12/2015,13/01/2016,16/02/2016,11/03/2016,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1109,
2015_ACRI_1110,1110,ARDUcrop,2015,LimitedWater,2,ACRI,10,,,,1in1out,287,Sicot 74BRF,Australia,,Furrow,1781.3,28.75,4.86,27.40,364,,3/12/2015,13/01/2016,16/02/2016,11/03/2016,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1110,
2015_ACRI_1111,1111,ARDUcrop,2015,LimitedWater,2,ACRI,11,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,2862.0,28.27,4.94,27.80,364,,3/12/2015,13/01/2016,16/02/2016,11/03/2016,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1111,
2015_ACRI_1112,1112,ARDUcrop,2015,LimitedWater,2,ACRI,12,,,,SingleSkip,287,Sicot 74BRF,Australia,,Furrow,2410.3,27.51,4.94,26.70,364,,3/12/2015,13/01/2016,16/02/2016,11/03/2016,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1112,
2015_ACRI_1113,1113,ARDUcrop,2015,LimitedWater,3,ACRI,13,,,,Solid,287,Sicot 74BRF,Australia,,Furrow,1830.4,30.00,3.79,27.80,364,,3/12/2015,27/01/2016,,,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1113,
2015_ACRI_1114,1114,ARDUcrop,2015,LimitedWater,3,ACRI,14,,,,SingleSkip,287,Sicot 74BRF,Australia,,Furrow,1489.8,29.11,4.14,28.80,364,,3/12/2015,27/01/2016,,,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1114,
2015_ACRI_1115,1115,ARDUcrop,2015,LimitedWater,3,ACRI,15,,,,1in1out,287,Sicot 74BRF,Australia,,Furrow,1497.5,28.93,4.50,28.40,364,,3/12/2015,27/01/2016,,,,,,,,,,,\\fsnsw1-mv\COTPHYS\AusBIOTIC database\Definative_cT_Raw\2015\ACRI\2015_LimitedWater,\\Definative_cT_Raw\2015\ACRI\ACRI_2015_16_HourlyWeather.xlsx,LimitedWater,waterwise.ACRI.2015.LimitedWater1115,
